LOCATION,SUBURB,Reason Code,Audit Date,full_location,row_index,index,longitude,latitude,corrected address,extracted_on
Emu Creek Road,STRATHFIELDSAYE,AC,May-2018,"Emu Creek Road, STRATHFIELDSAYE",425,425.0,144.3571611,-36.8172116,"Emu Creek Rd, Strathfieldsaye VIC 3551, Australia",2018-August-06
Emu Road,MAIDSTONE,BC,Feb-2018,"Emu Road, MAIDSTONE",426,426.0,144.8797247,-37.7796476,"Emu Rd, Maidstone VIC 3012, Australia",2018-August-06
Epping Road,WOLLERT,BC,Apr-2018,"Epping Road, WOLLERT",427,427.0,145.0334962,-37.5907395,"Epping Rd, Wollert VIC 3750, Australia",2018-August-06
Epping Road,WOODSTOCK,C,Apr-2018,"Epping Road, WOODSTOCK",428,428.0,145.0319132,-37.5609397,"Epping Rd, Woodstock VIC 3751, Australia",2018-August-06
Epsom Road,ASCOT VALE,C,Dec-2017,"Epsom Road, ASCOT VALE",429,429.0,144.9142788,-37.7801261,"Epsom Rd, Ascot Vale VIC 3032, Australia",2018-August-06
Epsom-Barnadown Road,ASCOT,BC,May-2018,"Epsom-Barnadown Road, ASCOT",430,430.0,144.3445981,-36.6954674,"Epsom-Barnadown Rd, Ascot VIC 3551, Australia",2018-August-06
Ernst Wanke Road,BERWICK,B,Jul-2018,"Ernst Wanke Road, BERWICK",431,431.0,145.3303944,-38.0157959,"Ernst Wanke Rd, Berwick VIC 3806, Australia",2018-August-06
Erskine Road,MACLEOD,AC,Apr-2018,"Erskine Road, MACLEOD",432,432.0,145.0743215,-37.7290360999999,"Erskine Rd, Macleod VIC 3085, Australia",2018-August-06
Esplanade,ALTONA,B,Feb-2018,"Esplanade, ALTONA",433,433.0,144.8282671,-37.8705728,"Esplanade, Altona VIC 3018, Australia",2018-August-06
Essex Street,WEST FOOTSCRAY,C,Feb-2018,"Essex Street, WEST FOOTSCRAY",434,434.0,144.8753724,-37.7933846,"Essex St, West Footscray VIC 3012, Australia",2018-August-06
Etiwanda Avenue,MILDURA,BC,Jun-2018,"Etiwanda Avenue, MILDURA",435,435.0,142.1346597,-34.2246122,"Etiwanda Ave, Mildura VIC 3500, Australia",2018-August-06
Eureka Street,BALLARAT EAST,ABC,Jul-2018,"Eureka Street, BALLARAT EAST",436,436.0,143.8871166,-37.565622,"Eureka St, Ballarat East VIC 3350, Australia",2018-August-06
Euroa-Mansfield Road,EUROA,ABC,Apr-2018,"Euroa-Mansfield Road, EUROA",437,437.0,145.5694021,-36.8111359,"Euroa-Mansfield Rd, Euroa VIC 3666, Australia",2018-August-06
Euroa-Mansfield Road,GOORAM,ABC,Apr-2018,"Euroa-Mansfield Road, GOORAM",438,438.0,145.6168974,-36.8784186,"Euroa-Mansfield Rd, Gooram VIC 3666, Australia",2018-August-06
Euroa-Shepparton Road,EUROA,C,Apr-2018,"Euroa-Shepparton Road, EUROA",439,439.0,145.5373654,-36.7189562999999,"Euroa-Shepparton Rd, Euroa VIC 3666, Australia",2018-August-06
Euroa-Shepparton Road,KARRAMOMUS,ABC,Apr-2018,"Euroa-Shepparton Road, KARRAMOMUS",440,440.0,145.4981721,-36.527114,"Shepparton-Euroa Rd, Karramomus VIC 3631, Australia",2018-August-06
Evans Road,CRANBOURNE WEST,B,Jul-2018,"Evans Road, CRANBOURNE WEST",441,441.0,145.2554389,-38.093314,"Evans Rd, Cranbourne West VIC 3977, Australia",2018-August-06
Exford Road,EXFORD,C,Apr-2018,"Exford Road, EXFORD",442,442.0,144.5489547,-37.7445973,"Exford Rd, Melton South VIC 3338, Australia",2018-August-06
Exford Road,MELTON SOUTH,C,Apr-2018,"Exford Road, MELTON SOUTH",443,443.0,144.5726136,-37.7253407,"Exford Rd, Melton South VIC 3338, Australia",2018-August-06
Eynesbury Road,EYNESBURY,BC,Jul-2018,"Eynesbury Road, EYNESBURY",444,444.0,144.5634676,-37.7706335,"Eynesbury Rd, Eynesbury VIC 3338, Australia",2018-August-06
Eyre Street,ECHUCA,C,Apr-2018,"Eyre Street, ECHUCA",445,445.0,144.7526261,-36.1343134,"Eyre St, Echuca VIC 3564, Australia",2018-August-06
Falls Road,MARYSVILLE,B,Apr-2018,"Falls Road, MARYSVILLE",446,446.0,145.7599757,-37.5208912,"Falls Rd, Marysville VIC 3779, Australia",2018-August-06
Federation Way,BOWSER,ABC,Apr-2018,"Federation Way, BOWSER",447,447.0,146.3870822,-36.1768538,"Federation Way, Victoria, Australia",2018-August-06
Felltimber Creek Road,WODONGA,BC,Apr-2018,"Felltimber Creek Road, WODONGA",448,448.0,146.8516444,-36.1335162,"Felltimber Creek Rd, Wodonga VIC 3690, Australia",2018-August-06
Ferris Road,MELTON SOUTH,C,Apr-2018,"Ferris Road, MELTON SOUTH",449,449.0,144.6008955,-37.7115035,"Ferris Rd, Melton South VIC 3338, Australia",2018-August-06
Field Street,RYE,C,May-2018,"Field Street, RYE",450,450.0,144.8364061,-38.3762053,"Field St, Rye VIC 3941, Australia",2018-August-06
Fifteenth Street,IRYMPLE,C,Jun-2018,"Fifteenth Street, IRYMPLE",451,451.0,142.1658709,-34.2315447,"Fifteenth St, Irymple VIC 3498, Australia",2018-August-06
Findon Road,EPPING,BC,Apr-2018,"Findon Road, EPPING",452,452.0,145.0463603,-37.6394525,"Findon Rd, Epping VIC 3076, Australia",2018-August-06
Findon Road,SOUTH MORANG,BC,Apr-2018,"Findon Road, SOUTH MORANG",453,453.0,145.0641718,-37.6443403,"Findon Rd, South Morang VIC 3752, Australia",2018-August-06
Finlay Road,TONGALA,C,Apr-2018,"Finlay Road, TONGALA",454,454.0,144.960043,-36.2547533,"Finlay Rd, Tongala VIC 3621, Australia",2018-August-06
Finlayson Street,ROSANNA,B,Apr-2018,"Finlayson Street, ROSANNA",455,455.0,145.0706874,-37.7354282,"Finlayson St, Rosanna VIC 3084, Australia",2018-August-06
Fisheries Road,DEVON MEADOWS,B,Jul-2018,"Fisheries Road, DEVON MEADOWS",456,456.0,145.3145536,-38.1794569,"Fisheries Rd, Devon Meadows VIC 3977, Australia",2018-August-06
Fitzgerald Street,PORTLAND,C,May-2018,"Fitzgerald Street, PORTLAND",457,457.0,141.5898165,-38.3362732,"Fitzgerald St, Portland VIC 3305, Australia",2018-August-06
Flower Street,FERNTREE GULLY,BC,Jan-2018,"Flower Street, FERNTREE GULLY",458,458.0,145.2814894,-37.8770622,"Flower St, Ferntree Gully VIC 3156, Australia",2018-August-06
Ford Road,SHEPPARTON,BC,Apr-2018,"Ford Road, SHEPPARTON",459,459.0,145.4177078,-36.3475785,"Ford Rd, Shepparton VIC 3630, Australia",2018-August-06
Forrest Street,ALBION,BC,Jul-2018,"Forrest Street, ALBION",460,460.0,144.8158283,-37.7841716,"Forrest St, Albion VIC 3020, Australia",2018-August-06
Forrest Street,ARDEER,BC,Jul-2018,"Forrest Street, ARDEER",461,461.0,144.8046167,-37.7830134,"Forrest St, Ardeer VIC 3022, Australia",2018-August-06
Foster Street,SALE,C,Apr-2018,"Foster Street, SALE",462,462.0,147.0688719,-38.1114444,"Foster St, Sale VIC 3850, Australia",2018-August-06
Fourteenth Street,IRYMPLE,C,Jun-2018,"Fourteenth Street, IRYMPLE",463,463.0,142.1850055,-34.23009,"Fourteenth St, Irymple VIC 3498, Australia",2018-August-06
Frankston-Dandenong Road,BANGHOLME,C,Apr-2018,"Frankston-Dandenong Road, BANGHOLME",464,464.0,145.2070332,-38.0561852,"Frankston - Dandenong Rd, Bangholme VIC 3175, Australia",2018-August-06
Frankston-Dandenong Road,FRANKSTON,C,May-2018,"Frankston-Dandenong Road, FRANKSTON",465,465.0,145.1360748,-38.1272063,"Frankston - Dandenong Rd, Frankston VIC 3199, Australia",2018-August-06
Frankston-Dandenong Road,SEAFORD,C,May-2018,"Frankston-Dandenong Road, SEAFORD",466,466.0,145.1483983,-38.1187692,"Frankston - Dandenong Rd, Seaford VIC 3198, Australia",2018-August-06
Frankston-Flinders Road,BITTERN,ABC,May-2018,"Frankston-Flinders Road, BITTERN",467,467.0,145.1700459,-38.3433012,"Frankston - Flinders Rd, Bittern VIC 3918, Australia",2018-August-06
Frankston-Flinders Road,SOMERVILLE,C,May-2018,"Frankston-Flinders Road, SOMERVILLE",468,468.0,145.1780613,-38.2264648,"Frankston - Flinders Rd, Somerville VIC 3912, Australia",2018-August-06
Frawley Road,HALLAM,ABC,Jul-2018,"Frawley Road, HALLAM",469,469.0,145.2618486,-38.0001434,"Frawley Rd, Hallam VIC 3803, Australia",2018-August-06
Fussell Street,BALLARAT EAST,BC,Jul-2018,"Fussell Street, BALLARAT EAST",470,470.0,143.893936,-37.567293,"Fussell St, Ballarat East VIC 3350, Australia",2018-August-06
Fyansford-Gheringhap Road,GHERINGHAP,BC,Apr-2018,"Fyansford-Gheringhap Road, GHERINGHAP",471,471.0,144.2491004,-38.0934804,"Fyansford-Gheringhap Rd, Gheringhap VIC 3331, Australia",2018-August-06
Gaffney Street,PASCOE VALE,C,Dec-2017,"Gaffney Street, PASCOE VALE",472,472.0,144.9397013,-37.7316364,"Gaffney St, Pascoe Vale VIC 3044, Australia",2018-August-06
Gallaghers Road,GLEN WAVERLEY,C,May-2018,"Gallaghers Road, GLEN WAVERLEY",473,473.0,145.1776061,-37.8828824,"Gallaghers Rd, Glen Waverley VIC 3150, Australia",2018-August-06
Gap Road,SUNBURY,ABC,Dec-2017,"Gap Road, SUNBURY",474,474.0,144.7005685,-37.5773425,"Gap Rd, Sunbury VIC 3429, Australia",2018-August-06
Garden Street,PORTLAND,C,May-2018,"Garden Street, PORTLAND",475,475.0,-122.7037351,45.462839,"SW Spring Garden St, Portland, OR 97219, USA",2018-August-06
Gardenia Street,HORSHAM,AC,Jul-2018,"Gardenia Street, HORSHAM",476,476.0,142.1928245,-36.720088,"Gardenia St, Horsham VIC 3400, Australia",2018-August-06
Gear Avenue,MOUNT HELEN,BC,Jul-2018,"Gear Avenue, MOUNT HELEN",477,477.0,143.8967799,-37.6298815,"Gear Ave, Mount Helen VIC 3350, Australia",2018-August-06
Geelong-Bacchus Marsh Road,ANAKIE,ABC,Apr-2018,"Geelong-Bacchus Marsh Road, ANAKIE",478,478.0,144.3582316,-37.9387861,"Bacchus Marsh-Geelong Rd, Anakie VIC 3213, Australia",2018-August-06
Geelong-Bacchus Marsh Road,BACCHUS MARSH,C,Apr-2018,"Geelong-Bacchus Marsh Road, BACCHUS MARSH",479,479.0,144.4416647,-37.7565688,"Geelong-Bacchus Marsh Rd, Victoria 3340, Australia",2018-August-06
Geelong-Bacchus Marsh Road,BALLIANG,ABC,Apr-2018,"Geelong-Bacchus Marsh Road, BALLIANG",480,480.0,144.4271972,-37.7841055,"Geelong-Bacchus Marsh Rd, Balliang VIC 3340, Australia",2018-August-06
Geelong-Bacchus Marsh Road,BALLIANG EAST,C,Apr-2018,"Geelong-Bacchus Marsh Road, BALLIANG EAST",481,481.0,144.4148043,-37.7941514,"Geelong-Bacchus Marsh Rd, Balliang East VIC 3340, Australia",2018-August-06
Geelong-Ballan Road,BALLAN,ABC,Apr-2018,"Geelong-Ballan Road, BALLAN",482,482.0,144.214626,-37.629756,"Geelong-Ballan Rd, Ballan VIC 3342, Australia",2018-August-06
Geelong-Ballan Road,BEREMBOKE,ABC,Apr-2018,"Geelong-Ballan Road, BEREMBOKE",483,483.0,144.2142427,-37.788158,"Geelong-Ballan Rd, Beremboke VIC 3342, Australia",2018-August-06
Geelong-Ballan Road,MOUNT WALLACE,ABC,Apr-2018,"Geelong-Ballan Road, MOUNT WALLACE",484,484.0,144.2179829,-37.7339159,"Geelong-Ballan Rd, Mount Wallace VIC 3342, Australia",2018-August-06
George Street,DONCASTER,C,May-2018,"George Street, DONCASTER",485,485.0,145.1335999,-37.7787577,"George St, Doncaster VIC 3108, Australia",2018-August-06
George Street,HAMILTON,C,May-2018,"George Street, HAMILTON",486,486.0,-79.8790985,43.2585026,"George St, Hamilton, ON L8P, Canada",2018-August-06
George Street,SANDRINGHAM,AC,Jun-2018,"George Street, SANDRINGHAM",487,487.0,145.0287648,-37.9597479,"George St, Sandringham VIC 3191, Australia",2018-August-06
Gibsons Road,SALE,C,Apr-2018,"Gibsons Road, SALE",488,488.0,147.0871117,-38.0827654,"Gibsons Rd, Sale VIC 3850, Australia",2018-August-06
Gillies Road,ASCOT,BC,Jul-2018,"Gillies Road, ASCOT",489,489.0,143.8490983,-37.4021961,"Gillies Rd, Ascot VIC 3364, Australia",2018-August-06
Gillies Road,BALD HILLS,BC,Jul-2018,"Gillies Road, BALD HILLS",490,490.0,143.8411909,-37.4424694,"Gillies Rd, Bald Hills VIC 3364, Australia",2018-August-06
Gillies Road,MOUNT ROWAN,BC,Jul-2018,"Gillies Road, MOUNT ROWAN",491,491.0,143.8301084,-37.4982076,"Gillies Rd, Mount Rowan VIC 3352, Australia",2018-August-06
Gillies Road,SULKY,BC,Jul-2018,"Gillies Road, SULKY",492,492.0,143.8377189,-37.4590003,"Gillies Rd, Sulky VIC 3352, Australia",2018-August-06
Gisborne Road,BACCHUS MARSH,C,Apr-2018,"Gisborne Road, BACCHUS MARSH",493,493.0,144.4435927,-37.6639427,"Gisborne Rd, Bacchus Marsh VIC 3340, Australia",2018-August-06
Gisborne-Kilmore Road,NEW GISBORNE,C,Apr-2018,"Gisborne-Kilmore Road, NEW GISBORNE",494,494.0,144.6048682,-37.4818697,"Kilmore Rd, Gisborne VIC, Australia",2018-August-06
Gisborne-Melton Road,KURUNJANG,ABC,Jul-2018,"Gisborne-Melton Road, KURUNJANG",495,495.0,144.6004196,-37.6605717,"Gisborne-Melton Rd, Kurunjang VIC 3337, Australia",2018-August-06
Gisborne-Melton Road,MELTON,BC,Apr-2018,"Gisborne-Melton Road, MELTON",496,496.0,144.5924742,-37.6146609,"Gisborne-Melton Rd, Victoria 3337, Australia",2018-August-06
Gisborne-Melton Road,TOOLERN VALE,ABC,Apr-2018,"Gisborne-Melton Road, TOOLERN VALE",497,497.0,144.5888543,-37.6030054,"Gisborne-Melton Rd, Toolern Vale VIC 3337, Australia",2018-August-06
Gladesville Boulevard,PATTERSON LAKES (SCS),ACD,Mar-2018,"Gladesville Boulevard, PATTERSON LAKES (SCS)",498,498.0,145.1456958,-38.0704727,"Gladesville Blvd, Patterson Lakes VIC 3197, Australia",2018-August-06
Gladstone Road,DANDENONG NORTH,C,Apr-2018,"Gladstone Road, DANDENONG NORTH",499,499.0,145.2074379,-37.9560285,"Gladstone Rd, Dandenong North VIC 3175, Australia",2018-August-06
Glen Huntly Road,ELWOOD,BC,Jul-2018,"Glen Huntly Road, ELWOOD",500,500.0,144.987386,-37.882742,"Glen Huntly Rd, Elwood VIC 3184, Australia",2018-August-06
Glen Katherine Drive,ST HELENA,B,Apr-2018,"Glen Katherine Drive, ST HELENA",501,501.0,145.1329816,-37.6926344,"Glen Katherine Dr, St Helena VIC 3088, Australia",2018-August-06
Glencairn Drive,GREENVALE,BC,Dec-2017,"Glencairn Drive, GREENVALE",502,502.0,144.8898557,-37.6473013,"Glencairn Dr, Greenvale VIC 3059, Australia",2018-August-06
Gleneagles Drive,ENDEAVOUR HILLS,B,Jul-2018,"Gleneagles Drive, ENDEAVOUR HILLS",503,503.0,145.2718227,-37.9678043,"Gleneagles Dr, Endeavour Hills VIC 3802, Australia",2018-August-06
Glenelg Highway,CARRANBALLAC,C,Jul-2018,"Glenelg Highway, CARRANBALLAC",504,504.0,143.178327,-37.6996995,"Glenelg Hwy, Carranballac VIC 3361, Australia",2018-August-06
Glenelg Highway,CASTERTON,C,May-2018,"Glenelg Highway, CASTERTON",505,505.0,141.3569585,-37.6029714,"Glenelg Hwy, Casterton VIC 3311, Australia",2018-August-06
Glenelg Highway,COLERAINE,C,May-2018,"Glenelg Highway, COLERAINE",506,506.0,141.6854884,-37.5974959,"Glenelg Hwy, Coleraine VIC 3315, Australia",2018-August-06
Glenelg Highway,DUNKELD,ABC,May-2018,"Glenelg Highway, DUNKELD",507,507.0,142.3487453,-37.6501361,"Glenelg Hwy, Dunkeld VIC 3294, Australia",2018-August-06
Glenelg Highway,GLENTHOMPSON,C,May-2018,"Glenelg Highway, GLENTHOMPSON",508,508.0,142.5318921,-37.636097,"Glenelg Hwy, Glenthompson VIC 3293, Australia",2018-August-06
Glenelg Highway,HAMILTON,C,May-2018,"Glenelg Highway, HAMILTON",509,509.0,142.3635674,-37.6530318999999,"Glenelg Hwy, Australia",2018-August-06
Glenelg Highway,LAKE BOLAC,AC,Jul-2018,"Glenelg Highway, LAKE BOLAC",510,510.0,142.8415326,-37.7118343,"Glenelg Hwy, Lake Bolac VIC 3351, Australia",2018-August-06
Glenelg Highway,PITTONG,C,Apr-2018,"Glenelg Highway, PITTONG",511,511.0,143.4768832,-37.6686664,"Glenelg Hwy, Pittong VIC 3360, Australia",2018-August-06
Glenelg Highway,SKIPTON,C,Jul-2018,"Glenelg Highway, SKIPTON",512,512.0,143.3351166,-37.6861136,"Glenelg Hwy, Skipton VIC 3361, Australia",2018-August-06
Glenelg Highway,SMYTHES CREEK,C,Jul-2018,"Glenelg Highway, SMYTHES CREEK",513,513.0,143.7653366,-37.5992414,"Glenelg Hwy, Smythes Creek VIC 3351, Australia",2018-August-06
Glenelg Highway,SMYTHESDALE,BC,Apr-2018,"Glenelg Highway, SMYTHESDALE",514,514.0,143.6771116,-37.6497769,"Glenelg Hwy, Smythesdale VIC 3351, Australia",2018-August-06
Glenelg Highway,STREATHAM,C,Jul-2018,"Glenelg Highway, STREATHAM",515,515.0,143.0786938,-37.6833423,"Glenelg Hwy, Streatham VIC 3351, Australia",2018-August-06
Glenelg Highway,WANNON,C,May-2018,"Glenelg Highway, WANNON",516,516.0,141.8335414,-37.6650915,"Glenelg Hwy, Wannon VIC 3301, Australia",2018-August-06
Glenelg Highway,WARRAYURE,AC,May-2018,"Glenelg Highway, WARRAYURE",517,517.0,142.1742357,-37.7108531,"Glenelg Hwy, Warrayure VIC 3301, Australia",2018-August-06
Glenelg Highway,WESTMERE,C,Jul-2018,"Glenelg Highway, WESTMERE",518,518.0,142.9722531,-37.6884409,"Glenelg Hwy, Westmere VIC 3351, Australia",2018-August-06
Glenelg Highway,WICKLIFFE,AC,Jul-2018,"Glenelg Highway, WICKLIFFE",519,519.0,142.7186301,-37.6875211,"Glenelg Hwy, Wickliffe VIC 3379, Australia",2018-August-06
Glenelg Highway,WILKIN,C,May-2018,"Glenelg Highway, WILKIN",520,520.0,142.3635674,-37.6530318999999,"Glenelg Hwy, Australia",2018-August-06
Glenfern Road,UPWEY,ABC,Mar-2018,"Glenfern Road, UPWEY",521,521.0,145.3214276,-37.917517,"Glenfern Rd, Upwey VIC 3158, Australia",2018-August-06
Glenferrie Road,MALVERN,C,Jul-2018,"Glenferrie Road, MALVERN",522,522.0,145.0296043,-37.854544,"Glenferrie Rd, Malvern VIC 3144, Australia",2018-August-06
Glengarry West Road,GLENGARRY WEST,AC,Apr-2018,"Glengarry West Road, GLENGARRY WEST",523,523.0,146.5236481,-38.1471627,"Glengarry W Rd, Glengarry West VIC 3854, Australia",2018-August-06
Glenrowan Myrtleford Road,MARKWOOD,C,Apr-2018,"Glenrowan Myrtleford Road, MARKWOOD",524,524.0,146.2321651,-36.4468841,"Glenrowan VIC 3675, Australia",2018-August-06
Glenrowan-Myrtleford Road,LACEBY,AC,Apr-2018,"Glenrowan-Myrtleford Road, LACEBY",525,525.0,146.2418844,-36.4694514,"Laceby-Glenrowan Rd, Glenrowan VIC 3675, Australia",2018-August-06
Glenrowan-Myrtleford Road,WHOROULY,ABC,Apr-2018,"Glenrowan-Myrtleford Road, WHOROULY",526,526.0,146.2321651,-36.4468841,"Glenrowan VIC 3675, Australia",2018-August-06
Glenroy Road,GLENROY,C,Dec-2017,"Glenroy Road, GLENROY",527,527.0,144.9277722,-37.7062014,"Glenroy Rd, Glenroy VIC 3046, Australia",2018-August-06
Golf Course Road,HAVEN,C,Jul-2018,"Golf Course Road, HAVEN",528,528.0,-111.5485035,33.4047359,"1000 S Idaho Rd, Apache Junction, AZ 85119, USA",2018-August-06
Golf Links Road,FRANKSTON,C,May-2018,"Golf Links Road, FRANKSTON",529,529.0,145.1452116,-38.1701444,"Golf Links Rd, Frankston VIC 3199, Australia",2018-August-06
Golf Links Road,NARRE WARREN,B,Jul-2018,"Golf Links Road, NARRE WARREN",530,530.0,145.3190594,-38.0440639,"Golf Links Rd, Narre Warren VIC 3805, Australia",2018-August-06
Goodwin Street,BENALLA,BC,Apr-2018,"Goodwin Street, BENALLA",531,531.0,145.9690845,-36.5497462,"Goodwin St, Benalla VIC 3672, Australia",2018-August-06
Gordons Road,SOUTH MORANG,BC,Apr-2018,"Gordons Road, SOUTH MORANG",532,532.0,145.0784746,-37.6290074,"Gordons Rd, South Morang VIC 3752, Australia",2018-August-06
Goulburn Valley Freeway,ARCADIA,B,Apr-2018,"Goulburn Valley Freeway, ARCADIA",533,533.0,145.3882795,-36.499698,"Goulburn Valley Hwy, Victoria, Australia",2018-August-06
Goulburn Valley Freeway,MANGALORE,AC,Apr-2018,"Goulburn Valley Freeway, MANGALORE",534,534.0,145.1435213,-36.9253479,"Goulburn Valley Fwy, Mangalore VIC 3663, Australia",2018-August-06
Goulburn Valley Freeway,MOORILIM,C,Apr-2018,"Goulburn Valley Freeway, MOORILIM",535,535.0,145.3002038,-36.6252836,"Goulburn Valley Fwy, Moorilim VIC 3610, Australia",2018-August-06
Goulburn Valley Highway,EILDON,C,Apr-2018,"Goulburn Valley Highway, EILDON",536,536.0,145.8839841,-37.2525236,"Goulburn Valley Hwy, Eildon VIC 3713, Australia",2018-August-06
Goulburn Valley Highway,HOMEWOOD,C,Apr-2018,"Goulburn Valley Highway, HOMEWOOD",537,537.0,145.3882795,-36.499698,"Goulburn Valley Hwy, Victoria, Australia",2018-August-06
Goulburn Valley Highway,KIALLA,BC,Apr-2018,"Goulburn Valley Highway, KIALLA",538,538.0,145.388763,-36.4449139,"Goulburn Valley Hwy, Kialla VIC 3631, Australia",2018-August-06
Goulburn Valley Highway,KIALLA WEST,C,Apr-2018,"Goulburn Valley Highway, KIALLA WEST",539,539.0,145.3887786,-36.4775598,"Goulburn Valley Hwy, Kialla West VIC 3631, Australia",2018-August-06
Goulburn Valley Highway,KOONOOMOO,C,Apr-2018,"Goulburn Valley Highway, KOONOOMOO",540,540.0,145.5589163,-35.8562432,"Goulburn Valley Hwy, Koonoomoo VIC 3644, Australia",2018-August-06
Goulburn Valley Highway,KORIELLA,C,Apr-2018,"Goulburn Valley Highway, KORIELLA",541,541.0,145.6552618,-37.1548939,"Goulburn Valley Hwy, Koriella VIC 3714, Australia",2018-August-06
Goulburn Valley Highway,MOLESWORTH,AC,Apr-2018,"Goulburn Valley Highway, MOLESWORTH",542,542.0,145.5304155,-37.1682172999999,"Goulburn Valley Hwy, Molesworth VIC 3718, Australia",2018-August-06
Goulburn Valley Highway,NUMURKAH,ABC,Apr-2018,"Goulburn Valley Highway, NUMURKAH",543,543.0,145.4317804,-36.0830924,"Goulburn Valley Hwy, Numurkah VIC 3636, Australia",2018-August-06
Goulburn Valley Highway,SEYMOUR,ABC,Apr-2018,"Goulburn Valley Highway, SEYMOUR",544,544.0,145.1587358,-37.0379657,"Goulburn Valley Hwy, Seymour VIC 3660, Australia",2018-August-06
Goulburn Valley Highway,TALLYGAROOPNA,C,Apr-2018,"Goulburn Valley Highway, TALLYGAROOPNA",545,545.0,145.4316967,-36.2397956999999,"Goulburn Valley Hwy, Tallygaroopna VIC 3634, Australia",2018-August-06
Goulburn Valley Highway,WUNGHNU,C,Apr-2018,"Goulburn Valley Highway, WUNGHNU",546,546.0,145.4317748,-36.1652078,"Goulburn Valley Hwy, Wunghnu VIC 3635, Australia",2018-August-06
Goulburn Valley Hwy,SHEPPARTON NORTH,AC,Apr-2018,"Goulburn Valley Hwy, SHEPPARTON NORTH",547,547.0,145.4061841,-36.3310211,"Goulburn Valley Hwy, Shepparton North VIC 3631, Australia",2018-August-06
Gourlay Road,HILLSIDE,C,Jul-2018,"Gourlay Road, HILLSIDE",548,548.0,144.7428503,-37.6993878,"Gourlay Rd, Hillside VIC 3037, Australia",2018-August-06
Gourlay Road,TAYLORS HILL,BC,Apr-2018,"Gourlay Road, TAYLORS HILL",549,549.0,144.7401841,-37.7131111,"Gourlay Rd, Taylors Hill VIC 3037, Australia",2018-August-06
Governor Road,BRAESIDE,AC,Jun-2018,"Governor Road, BRAESIDE",550,550.0,145.1207942,-38.0093117,"Governor Rd, Braeside VIC 3195, Australia",2018-August-06
Goynes Road,EPSOM (WBI),BCD,Jun-2018,"Goynes Road, EPSOM (WBI)",551,551.0,144.3084695,-36.7107295,"Goynes Rd, Epsom VIC 3551, Australia",2018-August-06
Grampians Road,HALLS GAP,C,Jul-2018,"Grampians Road, HALLS GAP",552,552.0,142.5319202,-37.1615332,"Grampians Rd, Halls Gap VIC 3381, Australia",2018-August-06
Grampians Road,MOKEPILLY,AC,Jul-2018,"Grampians Road, MOKEPILLY",553,553.0,142.6476847,-37.0875681,"Grampians Rd, Mokepilly VIC 3381, Australia",2018-August-06
Grange Road,ALPHINGTON,AC,Apr-2018,"Grange Road, ALPHINGTON",554,554.0,145.0257227,-37.7756041,"Grange Rd, Alphington VIC 3078, Australia",2018-August-06
Grano Street,ARARAT,B,Jul-2018,"Grano Street, ARARAT",555,555.0,142.9524018,-37.2774951,"Grano St, Ararat VIC 3377, Australia",2018-August-06
Grants Road,EDEN PARK,C,Apr-2018,"Grants Road, EDEN PARK",556,556.0,145.0689732,-37.5238756,"Grants Rd, Eden Park VIC 3757, Australia",2018-August-06
Grants Road,WHITTLESEA,AC,Apr-2018,"Grants Road, WHITTLESEA",557,557.0,145.0708553,-37.5240787,"Grants Rd, Victoria, Australia",2018-August-06
Gravesend Street,COLAC,AC,Apr-2018,"Gravesend Street, COLAC",558,558.0,143.5845495,-38.3483501,"Gravesend St, Colac VIC 3250, Australia",2018-August-06
Gray Street,HAMILTON,C,May-2018,"Gray Street, HAMILTON",559,559.0,142.0293973,-37.7405380999999,"Gray St, Hamilton VIC 3300, Australia",2018-August-06
Gray Street,SWAN HILL,C,Apr-2018,"Gray Street, SWAN HILL",560,560.0,143.5476285,-35.3467398,"Gray St, Swan Hill VIC 3585, Australia",2018-August-06
Graydens Road,HASTINGS,ABC,May-2018,"Graydens Road, HASTINGS",561,561.0,145.162987,-38.2846351,"Graydens Rd, Hastings VIC 3915, Australia",2018-August-06
Great Alpine Road,BOWMANS FOREST,ABC,Apr-2018,"Great Alpine Road, BOWMANS FOREST",562,562.0,146.6308665,-36.478413,"Great Alpine Rd, Bowmans Forest VIC 3735, Australia",2018-August-06
Great Alpine Road,DOCTORS FLAT,BC,Apr-2018,"Great Alpine Road, DOCTORS FLAT",563,563.0,147.7480571,-37.2979655,"Great Alpine Rd, Doctors Flat VIC 3895, Australia",2018-August-06
