LOCATION,SUBURB,Reason Code,Audit Date,full_location,row_index,longitude,latitude,corrected address,extracted_on,inside_victoria_bounds
Glenrowan-Myrtleford Road,WHOROULY,ABC,Apr-18,"Glenrowan-Myrtleford Road, WHOROULY",526,146.2321651,-36.4468841,"Glenrowan VIC 3675, Australia",2018-August-06,TRUE
Glenroy Road,GLENROY,C,Dec-17,"Glenroy Road, GLENROY",527,144.9277722,-37.7062014,"Glenroy Rd, Glenroy VIC 3046, Australia",2018-August-06,TRUE
Golf Course Road,HAVEN,C,Jul-18,"Golf Course Road, HAVEN",528,142.1886542,-36.7405239,"Golf Course Rd, Haven VIC 3401, Australia",2018-August-06,TRUE
Golf Links Road,FRANKSTON,C,May-18,"Golf Links Road, FRANKSTON",529,145.1452116,-38.1701444,"Golf Links Rd, Frankston VIC 3199, Australia",2018-August-06,TRUE
Golf Links Road,NARRE WARREN,B,Jul-18,"Golf Links Road, NARRE WARREN",530,145.3190594,-38.0440639,"Golf Links Rd, Narre Warren VIC 3805, Australia",2018-August-06,TRUE
Goodwin Street,BENALLA,BC,Apr-18,"Goodwin Street, BENALLA",531,145.9690845,-36.5497462,"Goodwin St, Benalla VIC 3672, Australia",2018-August-06,TRUE
Gordons Road,SOUTH MORANG,BC,Apr-18,"Gordons Road, SOUTH MORANG",532,145.0784746,-37.6290074,"Gordons Rd, South Morang VIC 3752, Australia",2018-August-06,TRUE
Goulburn Valley Freeway,ARCADIA,B,Apr-18,"Goulburn Valley Freeway, ARCADIA",533,145.3882795,-36.499698,"Goulburn Valley Hwy, Victoria, Australia",2018-August-06,TRUE
Goulburn Valley Freeway,MANGALORE,AC,Apr-18,"Goulburn Valley Freeway, MANGALORE",534,145.1435213,-36.9253479,"Goulburn Valley Fwy, Mangalore VIC 3663, Australia",2018-August-06,TRUE
Goulburn Valley Freeway,MOORILIM,C,Apr-18,"Goulburn Valley Freeway, MOORILIM",535,145.3002038,-36.6252836,"Goulburn Valley Fwy, Moorilim VIC 3610, Australia",2018-August-06,TRUE
Goulburn Valley Highway,EILDON,C,Apr-18,"Goulburn Valley Highway, EILDON",536,145.8839841,-37.2525236,"Goulburn Valley Hwy, Eildon VIC 3713, Australia",2018-August-06,TRUE
Goulburn Valley Highway,HOMEWOOD,C,Apr-18,"Goulburn Valley Highway, HOMEWOOD",537,145.3882795,-36.499698,"Goulburn Valley Hwy, Victoria, Australia",2018-August-06,TRUE
Goulburn Valley Highway,KIALLA,BC,Apr-18,"Goulburn Valley Highway, KIALLA",538,145.388763,-36.4449139,"Goulburn Valley Hwy, Kialla VIC 3631, Australia",2018-August-06,TRUE
Goulburn Valley Highway,KIALLA WEST,C,Apr-18,"Goulburn Valley Highway, KIALLA WEST",539,145.3887786,-36.4775598,"Goulburn Valley Hwy, Kialla West VIC 3631, Australia",2018-August-06,TRUE
Goulburn Valley Highway,KOONOOMOO,C,Apr-18,"Goulburn Valley Highway, KOONOOMOO",540,145.5589163,-35.8562432,"Goulburn Valley Hwy, Koonoomoo VIC 3644, Australia",2018-August-06,TRUE
Goulburn Valley Highway,KORIELLA,C,Apr-18,"Goulburn Valley Highway, KORIELLA",541,145.6552618,-37.1548939,"Goulburn Valley Hwy, Koriella VIC 3714, Australia",2018-August-06,TRUE
Goulburn Valley Highway,MOLESWORTH,AC,Apr-18,"Goulburn Valley Highway, MOLESWORTH",542,145.5304155,-37.1682173,"Goulburn Valley Hwy, Molesworth VIC 3718, Australia",2018-August-06,TRUE
Goulburn Valley Highway,NUMURKAH,ABC,Apr-18,"Goulburn Valley Highway, NUMURKAH",543,145.4317804,-36.0830924,"Goulburn Valley Hwy, Numurkah VIC 3636, Australia",2018-August-06,TRUE
Goulburn Valley Highway,SEYMOUR,ABC,Apr-18,"Goulburn Valley Highway, SEYMOUR",544,145.1587358,-37.0379657,"Goulburn Valley Hwy, Seymour VIC 3660, Australia",2018-August-06,TRUE
Goulburn Valley Highway,TALLYGAROOPNA,C,Apr-18,"Goulburn Valley Highway, TALLYGAROOPNA",545,145.4316967,-36.2397957,"Goulburn Valley Hwy, Tallygaroopna VIC 3634, Australia",2018-August-06,TRUE
Goulburn Valley Highway,WUNGHNU,C,Apr-18,"Goulburn Valley Highway, WUNGHNU",546,145.4317748,-36.1652078,"Goulburn Valley Hwy, Wunghnu VIC 3635, Australia",2018-August-06,TRUE
Goulburn Valley Hwy,SHEPPARTON NORTH,AC,Apr-18,"Goulburn Valley Hwy, SHEPPARTON NORTH",547,145.4061841,-36.3310211,"Goulburn Valley Hwy, Shepparton North VIC 3631, Australia",2018-August-06,TRUE
Gourlay Road,HILLSIDE,C,Jul-18,"Gourlay Road, HILLSIDE",548,144.7428503,-37.6993878,"Gourlay Rd, Hillside VIC 3037, Australia",2018-August-06,TRUE
Gourlay Road,TAYLORS HILL,BC,Apr-18,"Gourlay Road, TAYLORS HILL",549,144.7401841,-37.7131111,"Gourlay Rd, Taylors Hill VIC 3037, Australia",2018-August-06,TRUE
Governor Road,BRAESIDE,AC,Jun-18,"Governor Road, BRAESIDE",550,145.1207942,-38.0093117,"Governor Rd, Braeside VIC 3195, Australia",2018-August-06,TRUE
Goynes Road,EPSOM (WBI),BCD,Jun-18,"Goynes Road, EPSOM (WBI)",551,144.3084695,-36.7107295,"Goynes Rd, Epsom VIC 3551, Australia",2018-August-06,TRUE
Grampians Road,HALLS GAP,C,Jul-18,"Grampians Road, HALLS GAP",552,142.5319202,-37.1615332,"Grampians Rd, Halls Gap VIC 3381, Australia",2018-August-06,TRUE
Grampians Road,MOKEPILLY,AC,Jul-18,"Grampians Road, MOKEPILLY",553,142.6476847,-37.0875681,"Grampians Rd, Mokepilly VIC 3381, Australia",2018-August-06,TRUE
Grange Road,ALPHINGTON,AC,Apr-18,"Grange Road, ALPHINGTON",554,145.0257227,-37.7756041,"Grange Rd, Alphington VIC 3078, Australia",2018-August-06,TRUE
Grano Street,ARARAT,B,Jul-18,"Grano Street, ARARAT",555,142.9524018,-37.2774951,"Grano St, Ararat VIC 3377, Australia",2018-August-06,TRUE
Grants Road,EDEN PARK,C,Apr-18,"Grants Road, EDEN PARK",556,145.0689732,-37.5238756,"Grants Rd, Eden Park VIC 3757, Australia",2018-August-06,TRUE
Grants Road,WHITTLESEA,AC,Apr-18,"Grants Road, WHITTLESEA",557,145.0708553,-37.5240787,"Grants Rd, Victoria, Australia",2018-August-06,TRUE
Gravesend Street,COLAC,AC,Apr-18,"Gravesend Street, COLAC",558,143.5845495,-38.3483501,"Gravesend St, Colac VIC 3250, Australia",2018-August-06,TRUE
Gray Street,HAMILTON,C,May-18,"Gray Street, HAMILTON",559,142.0293973,-37.7405381,"Gray St, Hamilton VIC 3300, Australia",2018-August-06,TRUE
Gray Street,SWAN HILL,C,Apr-18,"Gray Street, SWAN HILL",560,143.5476285,-35.3467398,"Gray St, Swan Hill VIC 3585, Australia",2018-August-06,TRUE
Graydens Road,HASTINGS,ABC,May-18,"Graydens Road, HASTINGS",561,145.162987,-38.2846351,"Graydens Rd, Hastings VIC 3915, Australia",2018-August-06,TRUE
Great Alpine Road,BOWMANS FOREST,ABC,Apr-18,"Great Alpine Road, BOWMANS FOREST",562,146.6308665,-36.478413,"Great Alpine Rd, Bowmans Forest VIC 3735, Australia",2018-August-06,TRUE
Great Alpine Road,DOCTORS FLAT,BC,Apr-18,"Great Alpine Road, DOCTORS FLAT",563,147.7480571,-37.2979655,"Great Alpine Rd, Doctors Flat VIC 3895, Australia",2018-August-06,TRUE
Great Alpine Road,EUROBIN,ABC,Apr-18,"Great Alpine Road, EUROBIN",564,146.8468229,-36.6304223,"Great Alpine Rd, Eurobin VIC 3739, Australia",2018-August-06,TRUE
Great Alpine Road,GRANITE ROCK,C,Apr-18,"Great Alpine Road, GRANITE ROCK",565,147.0803019,-37.0092445,"Great Alpine Rd, Victoria, Australia",2018-August-06,TRUE
Great Alpine Road,OMEO,C,Apr-18,"Great Alpine Road, OMEO",566,147.5082849,-37.1366645,"Great Alpine Rd, Omeo VIC 3898, Australia",2018-August-06,TRUE
Great Alpine Road,OVENS,B,Apr-18,"Great Alpine Road, OVENS",567,147.0803019,-37.0092445,"Great Alpine Rd, Victoria, Australia",2018-August-06,TRUE
Great Alpine Road,SARSFIELD,BC,Apr-18,"Great Alpine Road, SARSFIELD",568,147.7377721,-37.7508865,"Great Alpine Rd, Sarsfield VIC 3875, Australia",2018-August-06,TRUE
Great Alpine Road,SMOKO,ABC,Apr-18,"Great Alpine Road, SMOKO",569,147.0632791,-36.8180618,"Great Alpine Rd, Smoko VIC 3741, Australia",2018-August-06,TRUE
Great Alpine Road,SWIFTS CREEK,C,Apr-18,"Great Alpine Road, SWIFTS CREEK",570,147.7211402,-37.2625937,"Great Alpine Rd, Swifts Creek VIC 3896, Australia",2018-August-06,TRUE
Great Alpine Road,TARRAWINGEE,BC,Apr-18,"Great Alpine Road, TARRAWINGEE",571,146.4688924,-36.4040752,"Great Alpine Rd, Tarrawingee VIC 3678, Australia",2018-August-06,TRUE
Great Alpine Road,WISELEIGH,C,Apr-18,"Great Alpine Road, WISELEIGH",572,147.8049061,-37.7199992,"Great Alpine Rd, Wiseleigh VIC 3885, Australia",2018-August-06,TRUE
Great Ocean  Road,APOLLO BAY,C,Mar-18,"Great Ocean  Road, APOLLO BAY",573,143.6689782,-38.7545479,"Great Ocean Rd, Apollo Bay VIC 3233, Australia",2018-August-06,TRUE
Great Ocean Road,LORNE,ABC,Jul-18,"Great Ocean Road, LORNE",574,143.3916182,-38.6805638,"Great Ocean Rd, Victoria, Australia",2018-August-06,TRUE
Great Ocean Road,PETERBOROUGH,C,Apr-18,"Great Ocean Road, PETERBOROUGH",575,142.859903,-38.5963231,"Great Ocean Rd, Peterborough VIC 3270, Australia",2018-August-06,TRUE
Great Ocean Road,PORT CAMPBELL,BC,Apr-18,"Great Ocean Road, PORT CAMPBELL",576,143.0137296,-38.6229036,"Great Ocean Rd, Port Campbell VIC 3269, Australia",2018-August-06,TRUE
Great Ocean Road,SKENES CREEK,C,Apr-18,"Great Ocean Road, SKENES CREEK",577,143.7176068,-38.7241754,"Great Ocean Rd, Skenes Creek VIC 3233, Australia",2018-August-06,TRUE
Great Ocean Road,WONGARRA,AC,Apr-18,"Great Ocean Road, WONGARRA",578,143.7902944,-38.6978686,"Great Ocean Rd, Wongarra VIC 3234, Australia",2018-August-06,TRUE
Greaves Road,NARRE WARREN SOUTH,B,Jul-18,"Greaves Road, NARRE WARREN SOUTH",579,145.3193446,-38.05746,"Greaves Rd, Narre Warren South VIC 3805, Australia",2018-August-06,TRUE
Green Street,NOBLE PARK,B,Apr-18,"Green Street, NOBLE PARK",580,145.1641842,-37.969894,"Green St, Noble Park VIC 3174, Australia",2018-August-06,TRUE
Greenhalghs Road,BUNKERS HILL,BC,Jul-18,"Greenhalghs Road, BUNKERS HILL",581,143.7622197,-37.5792057,"Greenhalghs Rd, Bunkers Hill VIC 3352, Australia",2018-August-06,TRUE
Greenhalghs Road,DELACOMBE,C,Jul-18,"Greenhalghs Road, DELACOMBE",582,143.8021889,-37.5838929,"Greenhalghs Rd, Delacombe VIC 3356, Australia",2018-August-06,TRUE
Greensborough Road,GREENSBOROUGH,AC,Apr-18,"Greensborough Road, GREENSBOROUGH",583,145.0889155,-37.7067366,"Greensborough Rd, Greensborough VIC 3088, Australia",2018-August-06,TRUE
Greensborough Road,MACLEOD,C,Apr-18,"Greensborough Road, MACLEOD",584,145.0818642,-37.7154015,"Greensborough Rd, Watsonia VIC 3087, Australia",2018-August-06,TRUE
Greenvale Drive,GREENVALE,BC,Dec-17,"Greenvale Drive, GREENVALE",585,144.8887107,-37.6429797,"Greenvale Dr, Greenvale VIC 3059, Australia",2018-August-06,TRUE
Greenwood Drive,BUNDOORA,BC,Apr-18,"Greenwood Drive, BUNDOORA",586,145.0660478,-37.7058872,"Greenwood Dr, Bundoora VIC 3083, Australia",2018-August-06,TRUE
Greigs Road,ROCKBANK,BC,Jul-18,"Greigs Road, ROCKBANK",587,144.6583579,-37.7444436,"Greigs Rd, Rockbank VIC 3335, Australia",2018-August-06,TRUE
Greythorn Road,BALWYN NORTH,C,Apr-18,"Greythorn Road, BALWYN NORTH",588,145.0984234,-37.7969446,"Greythorn Rd, Balwyn North VIC 3104, Australia",2018-August-06,TRUE
Grimshaw Street,BUNDOORA,C,Apr-18,"Grimshaw Street, BUNDOORA",589,145.0807931,-37.702192,"Grimshaw St, Bundoora VIC 3083, Australia",2018-August-06,TRUE
Grubb Road,OCEAN GROVE,ABC,Apr-18,"Grubb Road, OCEAN GROVE",590,144.5377363,-38.24677,"Grubb Rd, Ocean Grove VIC 3226, Australia",2018-August-06,TRUE
Hall Road,CARRUM DOWNS,ABC,May-18,"Hall Road, CARRUM DOWNS",591,145.1880533,-38.10142,"Hall Rd, Carrum Downs VIC 3201, Australia",2018-August-06,TRUE
Hallam South Road,HAMPTON PARK,AC,Jul-18,"Hallam South Road, HAMPTON PARK",592,145.2704018,-38.0198926,"Hallam S Rd, Hampton Park VIC 3976, Australia",2018-August-06,TRUE
Hamilton  Highway,WINGEEL,AC,Jun-18,"Hamilton  Highway, WINGEEL",593,143.8028875,-38.076076,"Hamilton Hwy, Wingeel VIC 3321, Australia",2018-August-06,TRUE
Hamilton Highway,BERRYBANK,C,Apr-18,"Hamilton Highway, BERRYBANK",594,143.4986367,-37.9806964,"Hamilton Hwy, Berrybank VIC 3323, Australia",2018-August-06,TRUE
Hamilton Highway,CRESSY,ABC,Apr-18,"Hamilton Highway, CRESSY",595,143.6683087,-38.0284051,"Hamilton Hwy, Cressy VIC 3322, Australia",2018-August-06,TRUE
Hamilton Highway,LISMORE,C,Apr-18,"Hamilton Highway, LISMORE",596,143.3477783,-37.9525657,"Hamilton Hwy, Lismore VIC 3324, Australia",2018-August-06,TRUE
Hamilton Highway,MORTLAKE,C,Apr-18,"Hamilton Highway, MORTLAKE",597,142.7697333,-38.044311,"Hamilton Hwy, Mortlake VIC 3272, Australia",2018-August-06,TRUE
Hamilton Highway,MURGHEBOLUC,AC,Apr-18,"Hamilton Highway, MURGHEBOLUC",598,144.1416882,-38.1069463,"Hamilton Hwy, Murgheboluc VIC 3218, Australia",2018-August-06,TRUE
Hamilton Highway,PENSHURST,C,May-18,"Hamilton Highway, PENSHURST",599,142.3410786,-37.8670213,"Hamilton Hwy, Penshurst VIC 3289, Australia",2018-August-06,TRUE
Hamilton Highway,STONEHAVEN,AC,Apr-18,"Hamilton Highway, STONEHAVEN",600,144.2256371,-38.1230938,"Hamilton Hwy, Stonehaven VIC 3218, Australia",2018-August-06,TRUE
Hamilton-Natimuk Road,CAVENDISH,C,May-18,"Hamilton-Natimuk Road, CAVENDISH",601,141.9733398,-37.4665852,"Natimuk-Hamilton Rd, Cavendish VIC 3314, Australia",2018-August-06,TRUE
Hanlon Parade,PORTLAND,C,May-18,"Hanlon Parade, PORTLAND",602,141.6031904,-38.3279508,"Hanlon Parade, Portland VIC 3305, Australia",2018-August-06,TRUE
Hanson Road,CRAIGIEBURN,C,Dec-17,"Hanson Road, CRAIGIEBURN",603,144.9371009,-37.5909433,"Hanson Rd, Craigieburn VIC 3064, Australia",2018-August-06,TRUE
Harcourt Road,BORONIA,BC,Feb-18,"Harcourt Road, BORONIA",604,145.2980503,-37.8593814,"Harcourt Rd, Boronia VIC 3155, Australia",2018-August-06,TRUE
Hargraves Street,CASTLEMAINE,C,May-18,"Hargraves Street, CASTLEMAINE",605,144.2205592,-37.0588987,"Hargraves St, Castlemaine VIC 3450, Australia",2018-August-06,TRUE
Harold Road,SPRINGVALE SOUTH,C,Apr-18,"Harold Road, SPRINGVALE SOUTH",606,145.155094,-37.9757981,"Harold Rd, Springvale South VIC 3172, Australia",2018-August-06,TRUE
Harris Street,WARRNAMBOOL,C,Apr-18,"Harris Street, WARRNAMBOOL",607,142.4708463,-38.3875027,"Harris St, Warrnambool VIC 3280, Australia",2018-August-06,TRUE
Hattah-Robinvale Road,HATTAH,C,Jun-18,"Hattah-Robinvale Road, HATTAH",608,142.4007539,-34.7705434,"Hattah-Robinvale Rd, Hattah VIC 3501, Australia",2018-August-06,TRUE
Hawkins Street,SHEPPARTON,BC,Apr-18,"Hawkins Street, SHEPPARTON",609,145.4085208,-36.3542572,"Hawkins St, Shepparton VIC 3630, Australia",2018-August-06,TRUE
Hawthorn Road,CAULFIELD SOUTH,B,Jun-18,"Hawthorn Road, CAULFIELD SOUTH",610,145.0205184,-37.8945573,"Hawthorn Rd, Caulfield South VIC 3162, Australia",2018-August-06,TRUE
Hazel Glen Drive,MERNDA,C,Apr-18,"Hazel Glen Drive, MERNDA",611,145.1111951,-37.5878287,"Hazel Glen Dr, Doreen VIC 3754, Australia",2018-August-06,TRUE
Hazelwood Road,BORONIA,ABC,Jan-18,"Hazelwood Road, BORONIA",612,145.2811634,-37.8691295,"Hazelwood Rd, Boronia VIC 3155, Australia",2018-August-06,TRUE
Heads Road,DONVALE,C,May-18,"Heads Road, DONVALE",613,145.202546,-37.7963751,"Heads Rd, Donvale VIC 3111, Australia",2018-August-06,TRUE
Healesville-Koo Wee Rup Road,HEALESVILLE,ABC,Mar-18,"Healesville-Koo Wee Rup Road, HEALESVILLE",614,145.5219417,-37.7063914,"Healesville - Koo Wee Rup Rd, Healesville VIC 3777, Australia",2018-August-06,TRUE
Healesville-Koo Wee Rup Road,WOORI YALLOCK,ABC,Mar-18,"Healesville-Koo Wee Rup Road, WOORI YALLOCK",615,145.5249285,-37.7850861,"Healesville - Koo Wee Rup Rd, Woori Yallock VIC 3139, Australia",2018-August-06,TRUE
Healesville-Koo Wee Rup Road,YELLINGBO,ABC,Mar-18,"Healesville-Koo Wee Rup Road, YELLINGBO",616,145.5157195,-37.83253,"Healesville - Koo Wee Rup Rd, Yellingbo VIC 3139, Australia",2018-August-06,TRUE
Heathcote-Kyneton Road,LANGLEY,AC,Apr-18,"Heathcote-Kyneton Road, LANGLEY",617,144.5025475,-37.154253,"Heathcote-Kyneton Rd, Langley VIC 3444, Australia",2018-August-06,TRUE
Heathcote-Nagambie Road,GRAYTOWN,C,Apr-18,"Heathcote-Nagambie Road, GRAYTOWN",618,144.937488,-36.8304402,"Heathcote-Nagambie Rd, Graytown VIC 3608, Australia",2018-August-06,TRUE
Heatherdale Road,MITCHAM,C,May-18,"Heatherdale Road, MITCHAM",619,145.2133543,-37.8236863,"Heatherdale Rd, Mitcham VIC 3132, Australia",2018-August-06,TRUE
Heatherton Road,CLAYTON SOUTH,AC,Jun-18,"Heatherton Road, CLAYTON SOUTH",620,145.1274806,-37.9593808,"Heatherton Rd, Clayton South VIC 3169, Australia",2018-August-06,TRUE
Heatherton Road,DANDENONG,C,Apr-18,"Heatherton Road, DANDENONG",621,145.2151859,-37.970053,"Heatherton Rd, Dandenong VIC 3175, Australia",2018-August-06,TRUE
Heatherton Road,ENDEAVOUR HILLS,BC,Jul-18,"Heatherton Road, ENDEAVOUR HILLS",622,145.2561046,-37.9746165,"Heatherton Rd, Endeavour Hills VIC 3802, Australia",2018-August-06,TRUE
Heaths Road,HOPPERS CROSSING,C,Feb-18,"Heaths Road, HOPPERS CROSSING",623,144.6845934,-37.877653,"Heaths Rd, Hoppers Crossing VIC 3029, Australia",2018-August-06,TRUE
Heaths Road,WERRIBEE,C,Feb-18,"Heaths Road, WERRIBEE",624,144.6692501,-37.8761239,"Heaths Rd, Victoria, Australia",2018-August-06,TRUE
Hedderwick Street,ESSENDON,C,Dec-17,"Hedderwick Street, ESSENDON",625,144.900565,-37.7483494,"Hedderwick St, Essendon VIC 3040, Australia",2018-August-06,TRUE
Heidelberg Road,CLIFTON HILL,C,Jun-18,"Heidelberg Road, CLIFTON HILL",626,145.0009092,-37.7853717,"Heidelberg Rd, Clifton Hill VIC 3068, Australia",2018-August-06,TRUE
Heidelberg-Kinglake Road,COTTLES BRIDGE (NHB),ABCD,Jul-18,"Heidelberg-Kinglake Road, COTTLES BRIDGE (NHB)",627,145.2239086,-37.6184428,"Heidelberg-Kinglake Rd, Cottles Bridge VIC 3099, Australia",2018-August-06,TRUE
Heidelberg-Kinglake Road,HURSTBRIDGE,C,Apr-18,"Heidelberg-Kinglake Road, HURSTBRIDGE",628,145.2047364,-37.6336722,"Heidelberg-Kinglake Rd, Hurstbridge VIC 3099, Australia",2018-August-06,TRUE
Heidelberg-Kinglake Road,ST ANDREWS,ABC,Apr-18,"Heidelberg-Kinglake Road, ST ANDREWS",629,145.2530983,-37.6067369,"Heidelberg-Kinglake Rd, St Andrews VIC 3761, Australia",2018-August-06,TRUE
Heidelberg-Kinglake Road,WATTLE GLEN,AC,Apr-18,"Heidelberg-Kinglake Road, WATTLE GLEN",630,145.186449,-37.6580706,"Heidelberg-Kinglake Rd, Wattle Glen VIC 3096, Australia",2018-August-06,TRUE
Heidelberg-Warrandyte Road,WARRANDYTE,C,May-18,"Heidelberg-Warrandyte Road, WARRANDYTE",631,145.1925592,-37.7490616,"Heidelberg-Warrandyte Rd, Warrandyte VIC 3113, Australia",2018-August-06,TRUE
Heinz Lane,INVERMAY PARK,BC,Jul-18,"Heinz Lane, INVERMAY PARK",632,143.8538243,-37.5281771,"Heinz Ln, Invermay Park VIC 3350, Australia",2018-August-06,TRUE
Hendy Main Road,MORIAC,ABC,Apr-18,"Hendy Main Road, MORIAC",633,144.1741575,-38.2474213,"Hendy Main Rd, Moriac VIC 3240, Australia",2018-August-06,TRUE
Henry Road,PAKENHAM,BC,May-18,"Henry Road, PAKENHAM",634,145.4501342,-38.080767,"Henry Rd, Pakenham VIC 3810, Australia",2018-August-06,TRUE
Hensley Park Road,HAMILTON,C,May-18,"Hensley Park Road, HAMILTON",635,142.0441343,-37.6889283,"Hensley Park Rd, Hamilton VIC 3300, Australia",2018-August-06,TRUE
Henty Highway,BRANXHOLME,ABC,May-18,"Henty Highway, BRANXHOLME",636,141.8416929,-37.8389101,"Henty Hwy, Branxholme VIC 3302, Australia",2018-August-06,TRUE
Henty Highway,BRIMPAEN,C,Jul-18,"Henty Highway, BRIMPAEN",637,142.1919801,-37.0630908,"Henty Hwy, Brimpaen VIC 3401, Australia",2018-August-06,TRUE
Henty Highway,BYRNEVILLE,C,Jul-18,"Henty Highway, BYRNEVILLE",638,142.1511418,-36.9595557,"Henty Hwy, Victoria, Australia",2018-August-06,TRUE
Henty Highway,HAMILTON,ABC,May-18,"Henty Highway, HAMILTON",639,142.1511418,-36.9595557,"Henty Hwy, Victoria, Australia",2018-August-06,TRUE
Henty Highway,HAVEN,C,Jul-18,"Henty Highway, HAVEN",640,142.1511418,-36.9595557,"Henty Hwy, Victoria, Australia",2018-August-06,TRUE
Henty Highway,KEWELL NORTH,C,Jul-18,"Henty Highway, KEWELL NORTH",641,142.1511418,-36.9595557,"Henty Hwy, Victoria, Australia",2018-August-06,TRUE
Henty Highway,MOORALLA,C,May-18,"Henty Highway, MOORALLA",642,142.1590261,-37.3806016,"Henty Hwy, Mooralla VIC 3314, Australia",2018-August-06,TRUE
Henty Highway,MYAMYN,C,May-18,"Henty Highway, MYAMYN",643,141.7101466,-38.0084062,"Henty Hwy, Myamyn VIC 3304, Australia",2018-August-06,TRUE
Henty Highway,RIVERSIDE,C,Jul-18,"Henty Highway, RIVERSIDE",644,142.1511418,-36.9595557,"Henty Hwy, Victoria, Australia",2018-August-06,TRUE
Henty Highway,WONWONDAH NORTH,C,Jul-18,"Henty Highway, WONWONDAH NORTH",645,142.1375812,-36.8771137,"Henty Hwy & N E Wonwondah Rd, Wonwondah VIC 3401, Australia",2018-August-06,TRUE
Hertford Road,SUNSHINE,BC,Jul-18,"Hertford Road, SUNSHINE",646,144.839737,-37.7820327,"Hertford Rd, Sunshine VIC 3020, Australia",2018-August-06,TRUE
Hidden Valley Boulevard,WALLAN,BC,Apr-18,"Hidden Valley Boulevard, WALLAN",647,144.9903551,-37.3952162,"Hidden Valley Blvd, Wallan VIC 3756, Australia",2018-August-06,TRUE
High Street,ARARAT,AC,Jul-18,"High Street, ARARAT",648,142.9356096,-37.2829155,"High St, Ararat VIC 3377, Australia",2018-August-06,TRUE
High Street,BROADFORD,C,Apr-18,"High Street, BROADFORD",649,145.0499915,-37.2026357,"High St, Broadford VIC 3658, Australia",2018-August-06,TRUE
High Street,DONCASTER,C,May-18,"High Street, DONCASTER",650,145.1134694,-37.7779497,"High St, Doncaster VIC 3108, Australia",2018-August-06,TRUE
High Street,EILDON,B,Apr-18,"High Street, EILDON",651,145.9082263,-37.2320985,"High St, Eildon VIC 3713, Australia",2018-August-06,TRUE
High Street,GLEN IRIS,C,Jul-18,"High Street, GLEN IRIS",652,145.0649059,-37.8616983,"High St, Glen Iris VIC 3146, Australia",2018-August-06,TRUE
High Street,KEW,C,May-18,"High Street, KEW",653,145.043409,-37.8022475,"High St, Kew VIC 3101, Australia",2018-August-06,TRUE
High Street,RESERVOIR,AC,Apr-18,"High Street, RESERVOIR",654,145.0083606,-37.7120745,"High St, Reservoir VIC 3073, Australia",2018-August-06,TRUE
High Street,SEYMOUR,C,Apr-18,"High Street, SEYMOUR",655,145.1386424,-37.0201017,"High St, Seymour VIC 3660, Australia",2018-August-06,TRUE
High Street,TEMPLESTOWE,C,May-18,"High Street, TEMPLESTOWE",656,145.1193037,-37.7635728,"High St, Templestowe VIC 3106, Australia",2018-August-06,TRUE
High Street Road,MOUNT WAVERLEY,C,May-18,"High Street Road, MOUNT WAVERLEY",657,145.1281293,-37.8698331,"High St Rd, Mount Waverley VIC 3149, Australia",2018-August-06,TRUE
High Street Road,WANTIRNA SOUTH,AC,Jan-18,"High Street Road, WANTIRNA SOUTH",658,145.2192113,-37.8769211,"High St Rd, Wantirna South VIC 3152, Australia",2018-August-06,TRUE
Highbury Road,GLEN WAVERLEY,C,May-18,"Highbury Road, GLEN WAVERLEY",659,145.1691604,-37.8620116,"Highbury Rd, Glen Waverley VIC 3150, Australia",2018-August-06,TRUE
Highbury Road,MOUNT WAVERLEY,C,May-18,"Highbury Road, MOUNT WAVERLEY",660,145.1310476,-37.857504,"Highbury Rd, Mount Waverley VIC 3149, Australia",2018-August-06,TRUE
